deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
213,37.6332706,126.9195244,2019-11-28 09:46:03,2019-11-28 10:44:12,0,"공공,사회기관>행정복지센터"
213,37.5799286,127.0035269,2019-11-26 17:13:30,2019-11-26 19:32:29,1,술집>요리주점
213,37.5869464,127.0187805,2019-11-26 14:45:02,2019-11-26 17:13:30,2,"미용>피부,체형관리"
213,37.520276,127.1354101,2019-11-24 12:46:27,2019-11-24 13:49:55,3,"교육,학문>고등학교"
213,37.5607829,127.0379257,2019-11-22 16:12:54,2019-11-22 16:57:17,4,"육류,고기요리>찜닭"
213,37.5518389,127.09033205,2019-11-21 15:08:15,2019-11-21 16:03:15,5,none
213,37.6119285,126.9170954,2019-11-28 16:09:38,2019-11-28 16:48:41,6,부동산>아파트관리
213,37.53755875,127.1398901,2019-11-27 15:15:31,2019-11-27 15:51:16,7,"공공,사회기관>행정복지센터"
213,37.56110835,126.99385035,2019-11-25 16:36:06,2019-11-25 17:06:19,8,술집>포장마차
213,37.5703334,127.0045493,2019-11-23 18:12:11,2019-11-23 19:37:09,9,none
213,37.5716738,127.0064558,2019-11-23 17:41:42,2019-11-23 18:12:11,10,none
213,37.5648438,127.03634335,2019-11-22 12:21:34,2019-11-22 15:59:03,11,수선>구두수선
213,37.5724753,126.99167095,2019-11-21 18:20:18,2019-11-21 18:54:20,12,"공공,사회기관>행정복지센터"
