deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
208,37.563853,127.0355824,2019-11-25 15:04:14,2019-11-25 16:10:49,0,주택>오피스텔
208,37.5514463,127.1393915,2019-11-22 15:59:56,2019-11-25 08:58:32,1,"공공,사회기관>행정복지센터"
208,37.56141515,127.0382687,2019-11-26 12:07:11,2019-11-26 13:10:21,2,"육류,고기요리>찜닭"
208,37.52799195,126.91809695,2019-12-03 17:00:30,2019-12-03 17:43:12,3,"교통,운수>지하철,전철"
208,37.5406615,127.0715012,2019-11-27 18:45:26,2019-11-27 19:49:48,4,"시설,건물>기업,빌딩"
208,37.51732955,127.12639235,2019-12-03 08:09:26,2019-12-03 14:04:55,5,"여행,명소>도시,테마공원"
208,37.5488548,127.0163661,2019-11-22 11:05:14,2019-11-22 12:19:35,6,주택>아파트
208,37.5648429,126.9879979,2019-11-25 17:32:37,2019-11-25 18:28:03,7,"시설,건물>기업,빌딩"
208,37.4816366,127.123493,2019-12-02 19:04:59,2019-12-03 07:57:28,8,주택>아파트
208,37.5386033,127.1401709,2019-11-28 08:43:06,2019-12-02 12:13:44,9,식료품>반찬가게
208,37.5854135,127.0193903,2019-11-26 08:52:08,2019-11-26 09:27:23,10,"공공,사회기관>행정복지센터"
208,37.7193022,126.8994206,2019-11-25 13:02:01,2019-11-25 13:57:01,11,"한식>육류,고기요리"
208,37.7340101,126.860323,2019-11-25 12:07:41,2019-11-25 12:50:17,12,none
208,37.5473095,127.13407025,2019-11-22 14:53:04,2019-11-22 15:37:42,13,"공공,사회기관>행정복지센터"
208,37.5380507,127.12367295,2019-11-22 13:07:44,2019-11-22 14:01:02,14,주택>오피스텔
208,37.5705016,126.9817197,2019-11-21 18:26:08,2019-11-21 19:21:09,15,"육류,고기요리>소고기구이"
208,37.570217,126.9880308,2019-11-21 17:31:23,2019-11-21 18:11:43,16,수선>구두수선
