deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
52,37.5640812,127.0369053,2019-10-25 08:39:17,2019-10-25 09:41:49,9,"공공,사회기관>지방교육청"
52,38.0766053,127.3203397,2019-10-25 11:35:05,2019-10-25 13:31:14,8,none
52,37.5511003,127.0162836,2019-10-31 20:27:27,2019-10-31 22:06:47,5,주택>아파트
52,37.56507655,127.02906185,2019-11-02 13:53:08,2019-11-02 14:40:04,4,"카페,디저트>카페"
52,37.54339405,127.12192265,2019-10-27 10:37:06,2019-10-27 13:55:09,6,none
52,38.0670012,127.3255631,2019-10-25 14:04:36,2019-10-25 15:27:02,7,none
52,37.5623315,127.0355881,2019-11-02 12:37:28,2019-11-02 13:50:12,3,"시설,건물>기업,빌딩"
52,37.5609408,127.0327073,2019-10-29 17:55:05,2019-10-29 19:07:05,2,"공공,사회기관>행정복지센터"
52,37.5531385,127.0191629,2019-10-25 05:49:42,2019-10-25 06:30:30,0,"시설,건물>주택"
52,37.5707091,127.034184,2019-10-31 07:40:42,2019-10-31 08:47:05,1,"사회,복지>장애인복지시설"
