deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
402,37.5670591,127.0827885,2021-03-14 22:36:00,2021-03-15 03:49:24,0,none
402,37.4934525,127.1452276,2021-03-10 00:17:42,2021-03-10 09:08:29,1,none
402,37.5842324,127.0556115,2021-03-10 10:09:18,2021-03-10 11:52:38,2,"교육,학문>대학교"
402,37.602786,127.14421665,2021-03-15 04:12:51,2021-03-15 08:08:05,3,"쇼핑,유통>백화점"
402,37.52912735,126.9168945,2021-03-05 03:33:56,2021-03-05 04:50:58,4,none
402,37.536416200000005,126.89497745,2021-03-04 06:23:39,2021-03-04 09:47:27,5,"시설,건물>기업,빌딩"
402,37.53851645,126.89331225,2021-03-04 03:58:41,2021-03-04 06:23:39,6,숙박>호텔
402,37.5602427,127.0346181,2021-03-03 10:11:16,2021-03-03 12:28:27,7,none
402,37.498916,127.1472569,2021-03-03 06:15:34,2021-03-03 07:03:46,8,"서비스,산업>임대업"
402,37.4819495,126.8366024,2021-03-02 10:23:43,2021-03-02 12:39:59,9,none
402,37.50407555,127.1387885,2021-02-10 09:10:17,2021-02-10 09:43:23,10,none
402,37.4916333,127.136138,2021-02-09 04:40:33,2021-02-09 06:47:06,11,주택>아파트
402,37.5653897,127.0839774,2021-02-08 11:46:16,2021-02-08 12:17:21,12,none
402,37.5647168,127.08685205,2021-02-08 10:52:39,2021-02-08 11:46:16,13,none
