deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
263,37.594809,127.0168641,2019-11-28 18:00:59,2019-11-29 02:58:34,0,"공공,사회기관>행정복지센터"
263,37.5703465,127.0493497,2019-11-29 15:46:03,2019-11-29 19:20:27,1,none
263,37.6391353,127.011127,2019-11-28 14:05:12,2019-11-28 14:36:56,2,"건강,의료>국립병원"
263,37.58934055,127.0167641,2019-11-27 15:02:08,2019-11-27 15:39:38,3,"공공,사회기관>구청"
263,37.6041562,127.02577685,2019-12-04 14:57:29,2019-12-04 16:37:19,4,"교통,운수>공영주차장"
263,37.5921176,127.0150677,2019-12-04 13:38:47,2019-12-04 14:54:27,5,"쇼핑,유통>정육점"
263,37.5608423,126.9464668,2019-12-02 14:21:44,2019-12-02 16:25:58,6,"교육,학문>대학교"
263,37.5906873,127.0197198,2019-12-01 15:55:12,2019-12-01 18:49:34,7,"쇼핑,유통>패션"
263,37.5839716,127.071989,2019-12-01 13:04:31,2019-12-01 15:35:30,8,"공공,사회기관>공사,공단"
263,37.5730856,127.075287,2019-11-30 19:05:33,2019-12-01 13:02:11,9,주택>아파트
263,37.57400005,127.03993415,2019-11-29 14:07:47,2019-11-29 15:37:05,10,"공공,사회기관>구청"
