deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
270,37.53776945,126.89455735,2019-12-09 17:05:14,2019-12-09 18:56:23,9,none
270,37.5869327,127.0184863,2019-11-26 15:39:15,2019-11-26 16:24:29,8,"공공,사회기관>행정복지센터"
270,37.5580647,127.0066484,2019-11-27 17:13:40,2019-11-27 21:54:40,15,"스포츠,오락>체육관"
270,37.5090445,126.8894751,2019-11-28 12:18:47,2019-11-28 13:36:33,14,"쇼핑,유통>백화점"
270,37.56044565,127.0057029,2019-11-27 16:09:17,2019-11-27 17:13:40,16,"공공,사회기관>행정복지센터"
270,37.5651559,127.0228929,2019-12-03 11:47:38,2019-12-03 13:03:30,13,none
270,37.52507215,126.89526785,2019-12-04 12:33:10,2019-12-04 15:32:41,12,"공공,사회기관>행정복지센터"
270,37.5412835,126.8911477,2019-12-09 14:17:44,2019-12-09 17:02:09,10,"공공,사회기관>행정복지센터"
270,37.56158935,126.8535099,2019-12-08 16:51:30,2019-12-08 19:25:50,11,"시설,건물>기업,빌딩"
270,37.56025525,126.84588825,2019-12-01 11:41:23,2019-12-01 16:10:41,5,"청소>건물,빌딩"
270,37.5268119,126.8916396,2019-12-09 10:31:45,2019-12-09 12:55:44,4,"시설,건물>기업,빌딩"
270,37.5499745,127.09787725,2019-11-27 11:31:34,2019-11-27 14:54:20,6,"공공,사회기관>회관"
270,37.5182297,126.8955182,2019-11-29 18:10:12,2019-11-29 20:47:45,7,"쇼핑,유통>슈퍼,마트"
270,37.5650759,127.036298,2019-12-05 15:56:37,2019-12-05 16:35:23,3,수선>구두수선
270,37.5254563,126.9262898,2019-12-06 12:11:20,2019-12-06 12:57:11,2,none
270,37.5136486,126.8890179,2019-12-08 21:03:34,2019-12-09 07:16:23,0,주택>아파트
270,37.5269816,126.91792665,2019-11-28 14:03:25,2019-11-28 15:58:28,1,"사회,복지>장애인복지시설"
