deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
331,37.5884695,127.0170766,2019-12-12 13:49:04,2019-12-12 14:29:17,9,"생활,편의>운세,사주"
331,37.5868621,127.0260193,2019-12-13 13:19:37,2019-12-13 14:36:01,8,"건강,의료>종합병원"
331,37.5869406,127.0187839,2019-12-09 14:37:11,2019-12-09 15:07:51,12,"미용>피부,체형관리"
331,37.5907919,127.0108846,2019-12-12 11:29:58,2019-12-12 13:41:46,10,"공공,사회기관>행정복지센터"
331,36.3601844,127.3510638,2019-12-11 16:10:45,2019-12-11 17:42:52,11,"공공,사회기관>행정복지센터"
331,37.56300675,126.94047525,2019-12-16 10:33:24,2019-12-16 11:28:47,5,"건강,의료>종합병원"
331,37.5981235,127.0905908,2019-12-16 12:11:21,2019-12-16 13:17:01,4,주택>아파트
331,37.5822504,126.9704422,2019-12-15 10:45:26,2019-12-15 13:17:48,6,종교>개신교
331,37.6069542,126.9687062,2019-12-14 11:01:23,2019-12-14 11:59:22,7,"시설,건물>기업,빌딩"
331,37.6388862,127.0100108,2019-12-09 15:54:23,2019-12-09 16:26:43,3,"건강,의료>국립병원"
331,35.9109763,127.757461,2019-12-11 19:46:00,2019-12-11 20:20:43,2,none
331,37.5822718,127.0178418,2019-12-12 20:54:49,2019-12-13 13:05:24,0,주택>아파트
331,37.5543002,127.1760002,2019-12-17 18:29:36,2019-12-17 19:39:21,1,주택>아파트
