deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
51,37.5646017,127.03572455,2019-11-03 16:47:54,2019-11-03 20:30:38,0,"생활,편의>자동차정비,수리"
51,37.5269482,126.9180256,2019-11-02 17:41:30,2019-11-02 18:16:29,1,"사회,복지>장애인복지시설"
51,37.7922408,128.92095415,2019-10-28 17:39:44,2019-10-28 21:49:08,2,숙박>호텔
51,37.5607384,127.0380555,2019-11-02 20:33:19,2019-11-02 21:43:28,3,"육류,고기요리>찜닭"
51,37.5703958,127.0334426,2019-10-30 10:07:57,2019-10-30 12:36:05,4,"여행,명소>체험여행"
51,37.7640235,128.8995554,2019-10-29 13:07:11,2019-10-29 14:37:04,5,none
51,37.6412113,128.5737335,2019-10-28 08:57:15,2019-10-28 09:47:59,6,none
51,37.5656815,127.0549511,2019-10-24 14:19:45,2019-10-24 16:42:43,7,none
51,37.57071375,126.9736168,2019-11-03 09:53:11,2019-11-03 16:09:41,8,none
51,37.6039077,127.1399791,2019-10-29 15:57:34,2019-10-29 16:29:13,9,주택>아파트
51,37.7825505,128.9294403,2019-10-29 11:26:53,2019-10-29 13:01:20,10,음식점>한식
51,37.6867968,129.0377977,2019-10-28 12:12:44,2019-10-28 13:33:11,11,종교>개신교
