deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
151,37.5748409,127.0797021,2019-11-26 08:30:01,2019-11-26 09:32:29,0,"교육,학문>어린이집"
151,37.5444871,127.1262611,2019-11-22 10:53:52,2019-11-22 11:26:51,1,"교육,학문>군구립도서관"
151,37.5419769,127.1235224,2019-11-25 13:16:53,2019-11-25 13:47:34,2,"시설,건물>기업,빌딩"
151,37.5380532,127.1400384,2019-11-21 15:10:04,2019-11-21 15:40:27,3,"공공,사회기관>공공,행정시설"
151,37.5437217,127.1455073,2019-11-21 13:50:51,2019-11-21 14:23:22,4,"시설,건물>기업,빌딩"
151,37.546352600000006,127.14416445,2019-11-21 12:21:37,2019-11-21 13:50:51,5,none
151,37.5962504,127.09923695,2019-11-20 18:09:53,2019-11-20 19:36:13,6,"교통,운수>공영주차장"
151,37.5798045,127.0870018,2019-11-20 16:25:18,2019-11-20 17:46:07,7,none
151,37.58354605,127.08602645,2019-11-20 14:39:35,2019-11-20 15:37:22,8,"건강,의료>병원,의원"
151,37.5379346,127.12352945,2019-11-18 12:06:28,2019-11-18 12:42:30,9,"시설,건물>기업,빌딩"
151,37.5703822,127.0336335,2019-11-15 10:56:01,2019-11-15 11:34:49,10,"사회,복지>종합사회복지관"
