deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
211,37.58666735,127.0175543,2019-11-24 10:47:16,2019-11-24 12:22:44,9,종교>개신교
211,37.60013165,127.0138665,2019-11-24 12:41:17,2019-11-24 14:30:02,8,none
211,37.5702309,126.9875966,2019-11-21 17:29:03,2019-11-21 18:16:51,12,"생활,편의>복권,로또"
211,37.6156837,127.0945524,2019-11-23 18:49:32,2019-11-23 20:13:47,10,"시설,건물>기업,빌딩"
211,37.5704841,126.98172165,2019-11-21 18:30:09,2019-11-21 19:22:16,11,"육류,고기요리>소고기구이"
211,37.581974,127.0215727,2019-11-23 10:46:56,2019-11-23 12:30:44,5,"공공,사회기관>행정복지센터"
211,37.5651039,127.03635645,2019-11-22 13:45:31,2019-11-22 15:56:16,4,수선>구두수선
211,37.6337716,126.9182029,2019-11-28 11:31:10,2019-11-28 13:57:22,6,"공공,사회기관>행정복지센터"
211,37.5649338,126.9880249,2019-11-25 16:53:46,2019-11-25 19:40:22,7,"시설,건물>기업,빌딩"
211,37.5717753,127.03404075,2019-11-25 12:15:03,2019-11-25 13:20:05,3,"사회,복지>자활후견기관"
211,37.6046047,127.04567205,2019-11-25 14:42:23,2019-11-25 15:33:04,2,"사회,복지>장애인복지시설"
211,37.6137647,127.0986806,2019-11-23 13:20:00,2019-11-23 18:49:32,0,"공공,사회기관>행정복지센터"
211,37.5657565,127.0549394,2019-11-27 13:21:16,2019-11-27 14:12:20,1,주택>아파트
