deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
394,37.5465368,127.053965,2020-11-25 01:27:07,2020-11-25 08:39:59,0,종교>개신교
394,37.56427,127.03593955,2020-12-15 11:53:38,2020-12-15 21:38:05,1,none
394,37.5647162,127.0286214,2020-11-29 01:39:10,2020-11-29 04:00:29,2,공중전화
394,37.645424,127.2371432,2020-12-12 00:54:41,2020-12-12 04:53:40,3,주택>아파트
394,37.68119365,127.37339565,2020-11-27 06:50:00,2020-11-27 21:54:57,4,none
394,37.54934505,127.05025175,2020-12-17 09:44:03,2020-12-17 11:41:04,5,none
394,37.5707883,127.0341516,2020-12-14 04:54:48,2020-12-14 07:10:10,6,"사회,복지>장애인복지시설"
394,37.6051538,127.14052115,2020-12-12 05:23:16,2020-12-12 09:04:36,7,"시설,건물>기업,빌딩"
394,37.56601335,127.0212425,2020-12-07 09:55:33,2020-12-07 11:02:20,8,none
394,37.5620848,127.03796035,2020-12-05 08:03:46,2020-12-05 08:51:05,9,"육류,고기요리>찜닭"
394,37.55969705,127.0405765,2020-11-30 09:34:59,2020-11-30 11:03:12,10,none
394,37.5826791,127.14586495,2020-11-28 03:13:56,2020-11-28 04:23:36,11,none
394,37.641037,127.3591989,2020-11-27 23:57:36,2020-11-28 00:48:09,12,"일식>우동,소바"
394,37.65553065,127.3037811,2020-11-27 05:51:21,2020-11-27 06:29:50,13,"쇼핑,유통>슈퍼,마트"
