deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
98,37.5490554,126.954033,2019-11-12 14:03:52,2019-11-12 16:01:19,9,"금융,보험>신용,보증"
98,37.5637588,127.0343397,2019-11-12 17:36:25,2019-11-12 19:23:47,8,"한식>족발,보쌈"
98,37.5634079,127.0367613,2019-11-07 19:05:28,2019-11-07 20:44:49,10,"공공,사회기관>구청"
98,37.5704482,127.0337839,2019-11-04 13:56:09,2019-11-04 15:20:56,11,"사회,복지>종합사회복지관"
98,37.5516817,127.0263145,2019-11-17 16:00:06,2019-11-17 19:32:54,5,주택>아파트
98,37.5593633,127.0361843,2019-11-11 18:23:02,2019-11-11 19:51:52,4,종교>불교
98,37.556566200000006,127.0289651,2019-11-07 16:42:15,2019-11-07 18:10:22,6,"쇼핑,유통>상가,아케이드"
98,37.5643845,126.9937779,2019-11-14 18:36:23,2019-11-14 21:02:04,7,"공공,사회기관>행정복지센터"
98,37.5484398,127.0227084,2019-11-11 12:12:13,2019-11-11 14:46:55,3,none
98,37.5478358,127.0270244,2019-11-17 13:41:53,2019-11-17 15:58:00,2,종교>개신교
98,37.5554234,127.0267077,2019-11-11 08:20:04,2019-11-11 09:25:06,0,주택>아파트
98,37.5606076,127.028677,2019-11-15 11:40:27,2019-11-15 16:31:38,1,none
