deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
317,37.6175111,126.9988019,2019-12-10 18:03:36,2019-12-11 17:19:17,0,주택>아파트
317,37.6334904,127.0233697,2019-12-09 21:36:16,2019-12-10 00:34:06,1,none
317,37.59077425,127.0106593,2019-12-12 11:11:45,2019-12-12 12:37:38,2,주택>오피스텔
317,37.2377607,127.214715,2019-12-09 01:37:29,2019-12-09 09:42:24,3,none
317,37.4123842,126.6534031,2019-12-14 12:02:36,2019-12-14 12:37:39,4,none
317,37.7540055,127.06950665,2019-12-13 11:31:24,2019-12-13 12:52:01,5,none
317,37.58687445,127.0186254,2019-12-10 12:44:30,2019-12-10 13:33:49,6,none
317,37.5047171,127.0415775,2019-12-09 18:57:29,2019-12-09 19:44:26,7,none
317,37.44387835,127.1534721,2019-12-09 14:36:23,2019-12-09 15:17:01,8,"쇼핑,유통>슈퍼,마트"
317,37.25769585,126.99433475,2019-12-09 12:22:25,2019-12-09 13:09:49,9,none
