deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
250,37.5627511,126.8572355,2019-12-03 04:03:38,2019-12-03 10:11:22,0,none
250,37.5869358,127.0187882,2019-11-27 10:09:03,2019-11-27 12:21:23,1,none
250,37.5639939,126.8036999,2019-12-03 17:23:49,2019-12-03 18:00:23,2,"쇼핑,유통>쇼핑복합시설"
250,37.56057355,126.85596995,2019-12-01 10:08:29,2019-12-01 11:04:28,3,none
250,37.55835845,126.85484795,2019-11-27 19:25:51,2019-11-27 20:44:24,4,none
250,37.5721576,126.8118555,2019-11-26 17:39:44,2019-11-26 18:45:43,5,주택>아파트
250,37.5280804,126.9179666,2019-12-03 14:42:05,2019-12-03 16:52:52,6,"마사지,지압>발관리"
250,37.5162031,126.8610663,2019-12-02 18:15:02,2019-12-02 21:28:35,7,"시설,건물>기업,빌딩"
250,37.51232245,126.86585595,2019-12-02 17:24:25,2019-12-02 18:04:24,8,none
250,37.51847315,126.985283,2019-12-01 07:28:07,2019-12-01 08:32:16,9,종교>개신교
250,37.5580508,126.8618912,2019-11-28 19:52:02,2019-11-28 20:42:02,10,"교통,운수서비스>전기차충전소"
250,37.58931385,127.01702775,2019-11-28 14:50:28,2019-11-28 16:17:10,11,"교통,운수>공영주차장"
250,37.56762285000001,126.81664715,2019-11-26 16:54:44,2019-11-26 17:32:06,12,"교통,운수>지하철,전철"
