deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
103,37.56942995,127.02692975,2019-11-09 22:15:17,2019-11-10 15:10:06,0,주택>아파트
103,37.5856823,126.9495401,2019-11-12 15:25:32,2019-11-12 17:57:07,1,수선>구두수선
103,37.568153,127.0231614,2019-11-21 19:22:05,2019-11-21 21:26:04,2,"수리,AS>컴퓨터수리"
103,37.48682745,126.82200075,2019-11-20 09:17:02,2019-11-20 11:19:10,3,"직업,기술학원>컴퓨터"
103,37.51638925,127.07076175,2019-11-06 12:37:36,2019-11-06 13:08:25,4,"스포츠,오락>종합운동장"
103,37.5269225,126.9178822,2019-11-11 14:37:05,2019-11-11 16:30:47,5,"사회,복지>장애인복지시설"
103,37.5881023,127.06493845,2019-11-17 12:04:08,2019-11-20 08:13:48,6,"건강,의료>병원,의원"
103,37.57917435,126.9368253,2019-11-15 11:38:45,2019-11-15 14:18:48,7,"공공,사회기관>구청"
103,37.5392068,127.1268604,2019-11-09 16:59:20,2019-11-09 17:48:48,8,주택>아파트
103,37.5695162,127.030267,2019-11-21 21:35:08,2019-11-21 22:12:41,9,"공공,사회기관>행정복지센터"
103,37.556333,126.93454585,2019-11-13 11:31:22,2019-11-13 13:49:47,10,"서비스,산업>기업"
103,37.53656625,127.12546115,2019-11-09 16:09:03,2019-11-09 16:55:40,11,none
103,37.5381098,127.12326445,2019-11-09 13:58:27,2019-11-09 14:48:33,12,none
103,37.5668039,126.9919643,2019-11-07 22:03:34,2019-11-07 23:11:41,13,"교통,운수>지하철,전철"
103,37.5825383,126.9504543,2019-11-07 20:46:27,2019-11-07 22:03:34,14,"교통,운수>지하철,전철"
