deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
209,37.5383304,127.1343021,2019-11-25 13:55:12,2019-11-26 12:24:23,0,"공공,사회기관>행정복지센터"
209,37.5370927,127.1390429,2019-11-28 16:26:13,2019-11-28 17:36:41,1,"공공,사회기관>행정복지센터"
209,37.5501235,127.1273258,2019-11-25 12:11:24,2019-11-25 13:02:44,2,"시설,건물>기업,빌딩"
209,37.5507974,127.0976308,2019-11-25 11:03:05,2019-11-25 12:02:41,3,"공공,사회기관>회관"
209,37.5201294,127.1353848,2019-11-24 10:44:20,2019-11-24 11:36:26,4,"교육,학문>고등학교"
209,37.5650843,127.03634805,2019-11-22 15:17:16,2019-11-22 15:55:32,5,수선>구두수선
209,37.5367197,127.1254696,2019-11-29 12:55:46,2019-11-29 14:52:12,6,none
209,37.5389221,127.1423377,2019-11-28 15:45:24,2019-11-28 16:26:13,7,"공공,사회기관>행정복지센터"
209,37.53879415,127.12431695,2019-11-27 12:51:17,2019-11-27 13:25:15,8,"쇼핑,유통>백화점"
209,37.5869388,127.0188002,2019-11-27 11:12:55,2019-11-27 12:07:11,9,none
209,37.5982662,127.0912281,2019-11-26 12:52:09,2019-11-26 16:04:21,10,주택>아파트
209,37.55314615,127.1549989,2019-11-23 11:28:21,2019-11-23 12:15:48,11,"시설,건물>기업,빌딩"
209,37.5607075,127.0383865,2019-11-22 16:07:19,2019-11-22 17:29:01,12,"육류,고기요리>찜닭"
209,37.5629917,127.0361121,2019-11-22 12:57:51,2019-11-22 13:50:22,13,"공공,사회기관>행정복지센터"
209,37.55182605,127.0902371,2019-11-21 15:07:44,2019-11-21 18:00:17,14,none
