deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
262,37.5650755,127.0222515,2019-11-28 08:39:09,2019-11-28 09:30:15,0,"사회,복지>장애인복지시설"
262,37.5541821,127.01625675,2019-11-30 17:28:59,2019-12-01 13:48:44,1,주택>아파트
262,37.56453835,127.0151825,2019-11-27 10:18:07,2019-11-27 11:31:10,2,"건강,의료>보건소"
262,37.5074309,127.1312259,2019-12-06 15:07:43,2019-12-06 15:48:47,3,none
262,37.6594331,126.6265815,2019-11-30 11:30:55,2019-11-30 13:24:57,4,"사회,복지>장애인복지시설"
262,37.5666175,127.0086322,2019-12-03 09:35:39,2019-12-03 10:08:44,5,"쇼핑,유통>취미,레저용품"
262,37.5559631,127.1483423,2019-12-06 11:39:35,2019-12-06 12:22:21,6,"사회,복지>장애인종합복지관"
262,37.5538749,127.0136959,2019-12-05 20:20:01,2019-12-05 22:03:41,7,주택>아파트
262,37.5668727,127.0168631,2019-12-05 14:10:02,2019-12-05 18:13:09,8,주택>아파트
262,37.563807,126.9976804,2019-12-05 11:01:33,2019-12-05 11:47:00,9,"공공,사회기관>구청"
262,37.5654725,126.9955676,2019-12-05 09:41:57,2019-12-05 10:59:34,10,"쇼핑,유통>상가,아케이드"
262,37.55575975,127.01121685,2019-12-03 11:49:05,2019-12-04 12:37:13,11,none
262,37.6415928,126.6146738,2019-11-30 15:17:05,2019-11-30 15:49:00,12,none
262,37.6534585,127.05793545,2019-11-29 19:11:55,2019-11-29 21:18:07,13,"공공,사회기관>우체국"
262,37.51388615,127.1050668,2019-11-28 13:05:56,2019-11-28 15:10:33,14,주택>오피스텔
262,37.510033,127.102125,2019-11-28 12:01:57,2019-11-28 12:59:56,15,"문화,예술>복합문화공간"
262,37.56380735,127.0357021,2019-11-26 15:34:18,2019-11-26 17:03:36,16,주택>오피스텔
