deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
142,37.568116,127.037228,2019-12-30 15:48:10,2019-12-30 16:23:59,9,수선>구두수선
142,37.5132165,127.0331297,2020-01-23 18:36:57,2020-01-23 21:02:54,8,"공공,사회기관>행정복지센터"
142,37.5789292,127.0404377,2019-12-28 16:18:30,2019-12-28 16:55:13,20,"쇼핑,유통>슈퍼,마트"
142,37.5638577,126.9774326,2020-01-05 13:59:55,2020-01-05 14:57:07,19,"공공,사회기관>행정복지센터"
142,37.5465656,127.0482208,2020-01-08 06:43:38,2020-01-08 07:55:11,18,"시설,건물>기업,빌딩"
142,36.6119258,128.2243367,2020-02-20 15:23:58,2020-02-20 19:44:48,15,장례>장례식장
142,37.40994035,127.26109955,2020-02-20 21:37:53,2020-02-20 22:19:36,14,버스터미널>종합버스터미널
142,37.561885,127.034258,2020-01-30 15:18:55,2020-01-30 17:49:20,16,"생활,편의>복권,로또"
142,37.5705092,126.97992175,2020-01-12 12:40:51,2020-01-12 13:50:21,17,"교통,운수>민영주차장"
142,37.4935067,127.0110408,2020-03-12 15:32:35,2020-03-12 16:58:21,13,"시설,건물>기업,빌딩"
142,37.51047575,127.0336866,2020-03-25 17:23:33,2020-03-25 18:01:26,12,none
142,37.561123,127.0436475,2019-12-25 17:07:24,2019-12-25 17:47:03,10,"쇼핑,유통>CCTV"
142,37.5604377,126.9776493,2020-04-13 14:02:47,2020-04-13 14:40:26,11,"쇼핑,유통>유아동복"
142,37.5663859,127.0537157,2020-01-20 10:59:03,2020-01-20 11:55:03,5,none
142,37.5824207,126.9734562,2020-02-25 18:59:48,2020-02-25 21:20:23,4,"여행,명소>박물관"
142,37.5600189,127.0480204,2020-02-21 11:23:09,2020-02-21 16:00:37,6,none
142,37.55600715,127.0340137,2020-04-27 12:41:12,2020-04-27 13:13:46,7,none
142,37.61272785,127.05380625,2020-05-03 12:09:13,2020-05-03 12:39:38,3,"공공,사회기관>행정복지센터"
142,37.3705216,127.1127505,2019-11-29 18:07:04,2019-11-29 20:16:26,2,"공공,사회기관>행정복지센터"
142,37.5642756,127.0398661,2019-12-23 18:17:47,2019-12-23 21:02:39,0,주택>아파트
142,37.5715562,126.977141,2020-01-19 10:09:43,2020-01-19 12:59:56,1,"교통,운수>지하철,전철"
