deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
61,37.5305233,127.14365715,2019-10-26 11:31:04,2019-10-26 16:39:45,9,"교육,학문>고등학교"
61,37.56002225,127.02992695,2019-10-26 19:29:04,2019-10-26 21:28:39,8,none
61,37.4049107,126.9483511,2019-10-25 09:06:05,2019-10-25 12:39:49,10,"스포츠,오락>종합운동장"
61,37.5614192,127.03830945,2019-10-29 16:54:43,2019-10-29 17:27:22,5,"육류,고기요리>찜닭"
61,37.5576268,127.0305971,2019-10-26 18:23:55,2019-10-26 19:29:04,4,"공공,사회기관>행정복지센터"
61,37.5415484,126.9499797,2019-11-01 15:15:39,2019-11-01 17:59:43,6,none
61,37.5648814,126.987768,2019-10-31 15:41:15,2019-10-31 16:53:26,7,"공공,사회기관>행정복지센터"
61,37.5580848,127.0355335,2019-11-02 03:57:50,2019-11-02 11:52:09,3,"쇼핑,유통>상가,아케이드"
61,37.570069,127.0334883,2019-10-28 12:07:51,2019-10-28 17:24:08,2,"쇼핑,유통>건강,의료용품"
61,37.5554415,127.0265737,2019-10-28 17:39:09,2019-10-29 03:53:03,0,주택>아파트
61,37.56348435,127.0364298,2019-10-25 14:24:32,2019-10-25 16:09:04,1,"공공,사회기관>구청"
