deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
271,37.6756067,126.7848713,2019-12-03 03:32:21,2019-12-03 05:16:21,0,"공공,사회기관>행정복지센터"
271,37.5917468,127.0173089,2019-11-28 18:22:51,2019-11-28 21:06:52,1,"공공,사회기관>행정복지센터"
271,37.6839859,126.7770647,2019-11-29 09:52:06,2019-11-29 10:22:40,2,주택>아파트
271,37.58849135,127.01864515,2019-11-28 12:53:44,2019-11-28 13:27:46,3,"공공,사회기관>행정복지센터"
271,37.6811035,126.7804075,2019-12-01 16:39:21,2019-12-01 17:10:31,4,주택>아파트
271,37.6724328,126.7874029,2019-11-27 19:36:38,2019-11-27 20:36:42,5,none
271,37.6461461,126.7928951,2019-11-27 17:02:23,2019-11-27 19:29:10,6,"건강,의료>종합병원"
271,37.52788795,126.91813635,2019-12-03 13:50:52,2019-12-03 17:12:43,7,"교통,운수>지하철,전철"
271,37.5376912,127.0816809,2019-12-04 13:00:44,2019-12-04 14:50:28,8,주택>아파트
271,37.5369482,127.08402525,2019-12-04 12:23:18,2019-12-04 13:00:44,9,"건강,의료>메디컬센터"
271,37.5449822,126.9517402,2019-12-03 19:13:56,2019-12-03 19:51:49,10,한식>두부요리
271,37.6767088,126.7468345,2019-12-02 09:15:37,2019-12-02 10:02:11,11,none
271,37.68196925,126.7693963,2019-11-29 10:33:20,2019-11-29 11:28:46,12,"교통,운수>지하철,전철"
271,37.6001064,127.0314993,2019-11-28 15:44:25,2019-11-28 17:58:09,13,"협회,단체>지역공동체"
