deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
266,37.5595501,126.8196911,2019-11-26 20:24:44,2019-11-27 03:05:06,0,주택>아파트
266,37.5705986,126.9734042,2019-11-27 16:14:45,2019-11-27 17:32:34,1,none
266,37.572148,126.8118294,2019-11-28 10:52:28,2019-11-28 11:58:36,2,주택>아파트
266,37.5583921,126.854745,2019-11-28 12:42:07,2019-11-28 15:16:19,3,none
266,37.65488445,126.5804838,2019-12-04 11:13:14,2019-12-04 14:37:43,4,"사회,복지>장애인복지시설"
266,37.5639968,126.8036567,2019-12-03 18:59:51,2019-12-03 20:50:26,5,"쇼핑,유통>쇼핑복합시설"
266,37.56816345,126.89859235,2019-12-03 13:59:24,2019-12-03 16:32:05,6,none
266,37.51617655,126.8610388,2019-12-02 18:14:31,2019-12-02 21:15:23,7,"시설,건물>기업,빌딩"
266,37.565138000000005,126.8486145,2019-12-01 19:48:56,2019-12-01 20:38:51,8,"시설,건물>기업,빌딩"
266,37.5597251,126.8235178,2019-11-30 10:48:11,2019-11-30 12:03:04,9,주택>아파트
266,37.5798912,127.0036806,2019-11-29 10:13:41,2019-11-29 12:33:17,10,none
266,37.5423145,126.9534968,2019-11-27 11:21:48,2019-11-27 15:34:29,11,none
266,37.5676309,126.8166849,2019-11-26 16:55:02,2019-11-26 17:31:27,12,"교통,운수>지하철,전철"
