deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
318,35.5243883,127.0764215,2019-12-15 07:17:02,2019-12-15 07:48:54,0,none
318,37.5596417,126.8490517,2019-12-07 02:52:49,2019-12-07 04:52:58,1,주택>아파트
318,35.5436672,127.0792609,2019-12-15 09:07:49,2019-12-15 10:41:01,2,none
318,37.55883795,126.8376757,2019-12-11 18:29:29,2019-12-11 20:06:54,3,"시설,건물>기업,빌딩"
318,37.55855375,126.8547487,2019-12-06 15:10:32,2019-12-06 15:53:03,4,none
318,37.581081600000005,127.04506525,2019-12-10 18:20:08,2019-12-10 19:56:48,5,none
318,37.5411392,126.9701436,2019-12-10 10:38:20,2019-12-10 11:26:12,6,"공공,사회기관>행정복지센터"
318,35.52701,127.0727142,2019-12-16 13:00:00,2019-12-16 13:33:49,7,none
318,37.3197479,126.8194995,2019-12-14 11:27:25,2019-12-14 13:59:16,8,"스포츠,오락>종합운동장"
318,37.5653819,126.84841295,2019-12-13 20:17:33,2019-12-13 21:42:03,9,"시설,건물>기업,빌딩"
318,37.6148809,127.0190906,2019-12-12 14:37:19,2019-12-12 16:05:17,10,"공공,사회기관>행정복지센터"
318,37.590806,127.0108297,2019-12-12 11:18:35,2019-12-12 13:39:01,11,주택>오피스텔
318,37.58415995,127.04996415,2019-12-10 17:23:32,2019-12-10 18:15:50,12,"건강,의료>종합병원"
318,36.8457781,127.1583957,2019-12-09 14:27:12,2019-12-09 16:04:38,13,none
318,37.5300501,126.9642807,2019-12-07 10:06:10,2019-12-07 10:43:13,14,"기차,철도>KTX정차역"
