deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
79,37.54094605,127.0163538,2019-10-30 18:25:23,2019-10-30 19:18:57,0,주택>아파트
79,37.3373791,127.2942928,2019-10-31 16:39:48,2019-10-31 18:12:30,1,none
79,37.5707063,126.9736046,2019-11-03 08:50:43,2019-11-03 13:49:58,2,"공공,사회기관>행정복지센터"
79,37.6447372,127.0106945,2019-11-05 11:29:00,2019-11-05 13:12:17,3,"공공,사회기관>행정복지센터"
79,37.340901200000005,127.28905945,2019-10-31 14:18:36,2019-10-31 15:12:42,4,none
79,37.56756815,126.8959905,2019-10-30 11:39:41,2019-10-30 12:12:36,5,"공공,사회기관>행정복지센터"
79,37.5419891,127.0493825,2019-11-02 10:48:43,2019-11-02 14:19:31,6,"공공,사회기관>행정복지센터"
79,37.5437184,127.01638465,2019-11-01 18:21:32,2019-11-01 18:51:42,7,none
79,37.5421765,127.3220867,2019-11-01 11:43:50,2019-11-01 12:38:37,8,none
79,37.5409108,127.3240381,2019-11-01 10:52:00,2019-11-01 11:35:35,9,none
79,37.5533026,126.9726768,2019-10-31 08:29:03,2019-10-31 09:23:25,10,"생활,편의>편의점"
