deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
217,37.4860581,127.104001,2019-11-25 11:09:10,2019-11-25 12:21:00,0,"음식점>카페,디저트"
217,37.5613829,127.0382727,2019-11-26 16:28:10,2019-11-26 18:10:12,1,"육류,고기요리>찜닭"
217,37.49631825,127.1234874,2019-11-23 06:20:24,2019-11-23 08:27:36,2,"건강,의료>국립병원"
217,37.56664615,127.03282805,2019-11-29 08:07:07,2019-11-29 09:43:41,3,"건강,의료>시립,도립병원"
217,37.5648749,126.9879779,2019-11-25 17:08:11,2019-11-25 17:46:39,4,"시설,건물>기업,빌딩"
217,37.5650892,127.0363134,2019-11-26 13:45:27,2019-11-26 16:24:59,5,수선>구두수선
217,37.5588463,127.03221085,2019-11-24 11:07:35,2019-11-24 11:58:10,6,종교>개신교
217,37.5704651,126.9961539,2019-11-25 18:39:07,2019-11-25 19:25:30,7,수선>구두수선
217,37.55669215,126.89730995,2019-11-29 14:22:13,2019-11-29 14:53:55,8,"스포츠,오락>구민체육센터"
217,37.5257877,126.9384832,2019-11-27 15:26:01,2019-11-27 16:04:17,9,음식점>패밀리레스토랑
217,37.51975045,126.94044515,2019-11-27 11:12:08,2019-11-27 14:58:49,10,"서비스,산업>기업"
217,37.54074445,127.01880715,2019-11-24 09:54:04,2019-11-24 10:35:08,11,none
217,37.5448972,126.95070405,2019-11-22 18:12:22,2019-11-22 19:15:17,12,주택>주상복합
217,37.5415797,126.9500068,2019-11-22 15:42:35,2019-11-22 18:12:22,13,none
