deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
287,37.5414455,127.1260362,2019-11-29 20:23:38,2019-11-29 22:18:57,0,주택>아파트
287,37.5407147,127.1429427,2019-12-04 13:17:20,2019-12-04 13:52:46,1,none
287,37.59640845,127.0877971,2019-12-03 17:43:29,2019-12-03 19:26:02,2,주택>주상복합
287,37.5822712,126.970611,2019-11-30 17:57:07,2019-11-30 18:50:28,3,none
287,37.5550079,127.1539579,2019-12-05 15:50:02,2019-12-05 17:20:18,4,none
287,37.556866,127.1568404,2019-12-05 14:43:01,2019-12-05 15:50:02,5,"쇼핑,유통>지역재활용센터"
287,37.6342138,126.9182612,2019-12-02 15:38:16,2019-12-02 19:03:17,6,none
287,37.5378779,127.1247644,2019-12-02 12:13:27,2019-12-02 14:01:38,7,none
287,37.5500724,127.1758245,2019-12-02 10:30:49,2019-12-02 11:05:41,8,"시설,건물>기업,빌딩"
287,37.5200103,127.13550575,2019-12-01 11:29:42,2019-12-01 12:27:36,9,고등학교>부속건물
287,37.5614715,127.0382667,2019-11-29 13:43:28,2019-11-29 15:15:02,10,"마사지,지압>발관리"
