deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
210,37.6137337,127.0986868,2019-11-22 18:00:06,2019-11-23 11:00:47,0,"공공,사회기관>행정복지센터"
210,37.604659,127.045665,2019-11-26 09:29:20,2019-11-26 10:20:04,1,"사회,복지>장애인복지시설"
210,37.6338637,126.9181019,2019-11-28 11:27:34,2019-11-28 13:20:29,2,"공공,사회기관>행정복지센터"
210,37.5648563,126.9879459,2019-11-25 16:56:05,2019-11-25 19:29:54,3,"시설,건물>기업,빌딩"
210,37.5717838,127.034094,2019-11-25 10:54:02,2019-11-25 13:18:11,4,"사회,복지>자활후견기관"
210,37.6001451,127.0138331,2019-11-24 12:41:09,2019-11-24 14:31:09,5,none
210,37.58669005,127.01751495,2019-11-24 10:46:50,2019-11-24 12:22:20,6,종교>개신교
210,37.61566765,127.0945832,2019-11-23 19:01:40,2019-11-23 20:08:04,7,"시설,건물>기업,빌딩"
210,37.56510605,127.03636395,2019-11-22 13:47:16,2019-11-22 15:46:43,8,수선>구두수선
210,37.5843035,127.020324,2019-11-22 11:47:10,2019-11-22 12:35:07,9,none
210,37.5704818,126.98172415,2019-11-21 18:49:40,2019-11-21 19:21:03,10,"육류,고기요리>소고기구이"
210,37.5702341,126.9877366,2019-11-21 17:30:24,2019-11-21 18:15:22,11,"생활,편의>편의점"
210,37.56563505,127.05487655,2019-11-21 14:59:28,2019-11-21 16:00:46,12,none
