deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
401,37.5692637,127.0267446,2021-02-13 10:02:20,2021-02-14 02:08:20,0,음식점>햄버거
401,37.5856512,126.9495291,2021-02-16 00:06:37,2021-02-28 11:21:03,1,none
401,37.62953275,127.0418088,2021-03-01 05:51:22,2021-03-01 10:32:13,2,주택>아파트
401,37.5414092,126.95421645,2021-02-13 08:12:40,2021-02-13 09:02:50,3,none
401,37.6214452,127.0458186,2021-02-11 05:33:54,2021-02-11 06:11:58,4,none
401,37.5659621,127.0287953,2021-03-02 13:40:31,2021-03-02 14:20:34,5,"생활,편의>미용실"
401,37.6244,127.0373229,2021-03-02 10:49:36,2021-03-02 11:22:22,6,"공공,사회기관>회관"
401,37.5392925,127.1269162,2021-02-15 08:09:01,2021-02-15 09:46:37,7,"서비스,산업>기업"
401,37.7586888,127.7775475,2021-02-15 06:58:26,2021-02-15 07:38:03,8,none
401,37.9297529,127.7788371,2021-02-15 05:01:12,2021-02-15 06:11:53,9,none
401,37.5690831,127.0301374,2021-02-10 10:08:20,2021-02-10 10:38:57,10,none
401,37.565937,127.0212301,2021-02-10 09:11:03,2021-02-10 09:45:32,11,none
401,37.5684801,127.0236188,2021-02-06 10:36:32,2021-02-06 12:11:58,12,none
401,37.5680395,127.0210792,2021-02-06 07:55:20,2021-02-06 10:36:32,13,none
