deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
53,37.5609414,127.0326884,2019-11-09 18:44:35,2019-11-09 21:28:27,0,"공공,사회기관>행정복지센터"
53,37.570750450000006,127.0341987,2019-10-30 09:06:14,2019-10-30 09:55:57,1,"사회,복지>장애인복지시설"
53,37.5651374,127.0557672,2019-11-14 09:33:26,2019-11-14 10:09:23,2,"병원,의원>정형외과"
53,37.54235575,127.04433595,2019-11-12 15:28:06,2019-11-12 16:00:47,3,"공공,사회기관>행정복지센터"
53,37.558494,127.0370964,2019-11-11 17:37:01,2019-11-11 18:16:11,4,none
53,37.518007,127.0715192,2019-11-06 13:21:00,2019-11-06 13:51:03,5,"공공,사회기관>행정복지센터"
53,37.5592756,127.0348895,2019-10-26 18:27:34,2019-10-26 22:04:57,6,공중전화
53,37.60178035,127.04163395,2019-11-13 15:43:28,2019-11-13 16:15:17,7,none
53,37.54584145,127.0542972,2019-11-11 15:30:01,2019-11-11 16:05:31,8,"공공,사회기관>행정복지센터"
53,37.5207879,126.9777805,2019-11-09 09:37:44,2019-11-09 17:39:31,9,종교>천주교
53,37.5132894,127.0316504,2019-11-03 10:46:44,2019-11-03 14:12:31,10,"시설,건물>기업,빌딩"
53,37.569108,127.0104512,2019-11-02 16:26:51,2019-11-02 17:01:36,11,"쇼핑,유통>상가,아케이드"
53,37.5692417,126.9781033,2019-10-27 14:08:45,2019-10-27 15:03:41,12,"공공,사회기관>행정복지센터"
53,38.0672498,127.3254623,2019-10-25 14:23:11,2019-10-25 15:27:01,13,none
53,38.0765843,127.3202646,2019-10-25 12:17:50,2019-10-25 13:04:01,14,none
53,37.5640354,127.03692325,2019-10-25 08:25:18,2019-10-25 09:41:02,15,"공공,사회기관>지방교육청"
