deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
104,37.5688208,127.0327322,2019-11-08 22:14:17,2019-11-09 16:40:24,0,none
104,37.5641354,126.98462855,2019-11-12 12:44:49,2019-11-12 15:13:42,1,한식>죽
104,37.50762885,126.8902739,2019-11-05 17:27:45,2019-11-05 18:40:06,2,"쇼핑,유통>쇼핑센터,할인매장"
104,37.5688694,126.9899889,2019-11-12 15:13:42,2019-11-12 16:05:54,3,none
104,37.5643626,127.02958205,2019-11-10 19:41:11,2019-11-10 20:20:00,4,수선>구두수선
104,37.566293,127.0426859,2019-11-10 17:11:50,2019-11-10 19:26:31,5,음식점>피자
104,37.5904794,127.0845621,2019-11-10 12:01:31,2019-11-10 16:11:39,6,"교육,학문>유치원"
104,37.56157335,127.0384803,2019-11-09 16:57:02,2019-11-09 17:41:26,7,"육류,고기요리>찜닭"
104,37.4814918,126.8837161,2019-11-08 15:17:48,2019-11-08 17:00:07,8,"시설,건물>기업,빌딩"
104,37.4810583,126.8906094,2019-11-08 13:49:30,2019-11-08 14:57:31,9,종교>천주교
