deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
272,37.63583675,127.05119545,2019-11-28 00:50:23,2019-11-28 12:39:29,0,주택>아파트
272,37.58693535,127.01875545,2019-11-26 16:26:51,2019-11-26 18:57:31,1,none
272,37.5934271,127.0168596,2019-12-02 11:21:41,2019-12-02 11:58:39,2,none
272,37.5906794,127.0175465,2019-12-02 14:04:28,2019-12-02 14:44:00,3,none
272,37.53397045,126.9735413,2019-12-01 11:38:08,2019-12-01 12:58:17,4,none
272,37.6018834,127.040853,2019-11-29 17:26:32,2019-11-29 18:29:59,5,주택>아파트
272,37.562548,126.9412555,2019-11-29 12:13:21,2019-11-29 12:43:28,6,교통시설>주차장
272,37.6255572,127.0423866,2019-11-29 11:43:12,2019-11-29 12:13:21,7,"여행,명소>도시,테마공원"
272,37.5633753,126.9435987,2019-11-29 10:59:28,2019-11-29 11:43:12,8,none
272,37.5799081,127.0036385,2019-11-28 16:38:38,2019-11-28 17:11:10,9,none
272,37.5388449,127.0901608,2019-11-28 13:41:26,2019-11-28 15:29:42,10,none
