deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
252,37.58237715,127.01795325,2019-11-30 20:43:29,2019-12-01 15:31:48,0,주택>아파트
252,37.56208315,127.0381442,2019-12-02 15:04:54,2019-12-02 17:58:34,1,"육류,고기요리>찜닭"
252,37.6422014,127.1080979,2019-12-01 16:09:49,2019-12-01 20:18:05,2,"교육,학문>대학교"
252,37.6128174,127.0180477,2019-11-30 17:33:44,2019-11-30 20:05:31,3,주택>아파트
252,37.54608215,126.86235625,2019-11-28 15:08:46,2019-11-28 15:50:30,4,"병원,의원>안과"
252,37.5887458,127.0064111,2019-11-28 13:30:40,2019-11-28 14:21:18,5,부동산>컨설팅
252,37.590821950000006,127.01093405,2019-11-28 12:32:36,2019-11-28 13:30:40,6,주택>오피스텔
252,37.5792155,127.00256565,2019-11-26 15:58:38,2019-11-26 17:31:37,7,"교육,학문>대학원"
252,37.591737,127.0179462,2019-11-26 14:30:12,2019-11-26 15:29:42,8,"생활,편의>미용실"
252,37.5869676,127.01859,2019-11-26 13:51:19,2019-11-26 14:23:01,9,none
