deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
94,37.5715394,127.0136838,2019-11-14 16:18:25,2019-11-14 16:55:56,9,none
94,37.4969001,127.0320152,2019-11-15 10:56:41,2019-11-15 11:50:19,8,"공공,사회기관>행정복지센터"
94,37.53582885,126.9731781,2019-11-02 11:47:09,2019-11-02 13:52:47,20,수선>구두수선
94,37.3991271,126.9442249,2019-11-02 15:04:26,2019-11-02 18:09:46,19,"임대,대여>장소대여"
94,37.8382649,127.0357127,2019-11-05 04:13:20,2019-11-05 04:45:35,18,none
94,37.55951805,126.9768239,2019-11-08 18:01:06,2019-11-08 19:07:43,15,"쇼핑,유통>상가,아케이드"
94,37.5608477,126.9791544,2019-11-08 19:07:43,2019-11-08 21:20:20,14,none
94,37.5652169,127.0188142,2019-11-06 14:06:21,2019-11-06 15:10:48,16,"공공,사회기관>행정복지센터"
94,37.5635788,126.9866485,2019-11-06 12:13:56,2019-11-06 12:53:04,17,종교>천주교
94,37.56283275,126.97759715,2019-11-08 21:20:20,2019-11-08 22:59:29,13,"공공,사회기관>우체국"
94,37.5613274,127.038051,2019-11-10 19:36:33,2019-11-10 21:36:37,12,"육류,고기요리>찜닭"
94,37.57086125,127.009855,2019-11-14 14:59:28,2019-11-14 16:11:02,10,"공공,사회기관>행정복지센터"
94,37.5773545,126.9998534,2019-11-12 13:16:30,2019-11-12 16:24:41,11,"건강,의료>종합병원"
94,37.5701682,126.9909089,2019-11-08 14:35:02,2019-11-08 15:23:16,5,"생활,편의>복권,로또"
94,37.5643074,127.0348296,2019-11-12 18:15:55,2019-11-12 18:52:56,4,주택>아파트
94,37.5679472,127.00879395,2019-11-16 23:40:04,2019-11-17 00:56:28,6,"생활,편의>편의점"
94,37.5355152,127.08365275,2019-11-15 18:50:42,2019-11-15 19:46:04,7,"건강,의료>종합병원"
94,37.4378595,127.1406495,2019-11-13 12:31:06,2019-11-13 14:43:05,3,"미용>속눈썹증모,연장"
94,37.5661961,127.03364625,2019-11-01 19:59:45,2019-11-01 21:03:49,2,종교>천주교
94,37.5688608,127.0328861,2019-11-04 11:16:14,2019-11-04 12:05:02,0,"쇼핑,유통>식료품"
94,37.5653474,127.0292163,2019-11-08 23:24:05,2019-11-08 23:56:45,1,"카페,디저트>카페"
