deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
118,37.539121300000005,127.0566439,2020-02-25 06:48:33,2020-02-25 07:35:20,0,"공공,사회기관>행정복지센터"
118,37.5309896,127.0618399,2019-12-09 11:41:16,2019-12-09 12:28:46,1,"문화,예술>복합문화공간"
118,37.5910202,127.0977919,2020-03-20 11:30:12,2020-03-20 18:17:24,2,"공공,사회기관>행정복지센터"
118,37.5402184,127.0740744,2019-12-06 14:49:24,2019-12-06 16:41:07,3,"교육,학문>대학교"
118,37.5987817,127.10046375,2020-01-05 18:53:30,2020-01-05 20:34:34,4,"공공,사회기관>행정복지센터"
118,37.3845709,127.130796,2019-12-22 12:38:31,2019-12-22 13:28:08,5,"공공,사회기관>경로당,노인정"
118,37.3546332,127.18271395,2019-12-22 11:29:59,2019-12-22 12:08:56,6,"공공,사회기관>행정복지센터"
118,37.5356148,126.8986134,2019-12-21 10:33:13,2019-12-21 11:05:13,7,"공공,사회기관>행정복지센터"
118,37.5455311,127.0545897,2019-12-12 19:15:01,2019-12-12 20:07:27,8,none
118,37.5778263,127.0397861,2019-11-20 11:05:37,2019-11-20 11:54:14,9,none
118,37.5379635,127.077092,2019-11-09 11:50:27,2019-11-09 13:18:39,10,"공공,사회기관>행정복지센터"
