deviceid,latitude,longitude,datetime,leaving_datetime,cluster,category
261,37.6136202,127.0799808,2019-11-27 07:49:02,2019-11-27 09:07:49,0,"시설,건물>주택"
261,37.586953,127.0187599,2019-11-28 10:00:43,2019-11-28 13:02:01,1,none
261,37.59056265,127.0111623,2019-11-30 14:21:10,2019-11-30 15:22:48,2,none
261,37.5916643,127.0171728,2019-12-04 18:29:47,2019-12-04 19:51:26,3,none
261,37.5883446,127.0103106,2019-12-03 13:51:20,2019-12-03 20:01:50,4,none
261,37.604775450000005,127.0403285,2019-12-01 13:36:06,2019-12-01 19:33:42,5,none
261,37.57966735,127.0011723,2019-11-30 15:53:39,2019-11-30 16:43:49,6,"건강,의료>종합병원"
261,37.58498375,127.019595,2019-11-28 18:44:05,2019-11-29 01:35:21,7,none
261,37.5893257,127.016749,2019-11-28 14:00:57,2019-11-28 15:28:50,8,"교통,운수>공영주차장"
261,37.5405223,127.0718314,2019-11-27 19:35:57,2019-11-27 20:52:51,9,병원>종합병원
